phase	kind	file	line	target	change	text
p023	c-include	userland/base/tty/main.c	15	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/uname/main.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/uname/main.c	17	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/uname/main.c	18	libc/include/sys/utsname.h	keep-root libc/include->include	#include <sys/utsname.h>
p023	c-include	userland/base/unexpand/main.c	15	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/unexpand/main.c	16	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/uniq/main.c	15	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/uniq/main.c	16	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/uniq/main.c	17	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/unlink/main.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/unlink/main.c	17	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/unlink/main.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/unlink/main.c	19	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/uudecode/main.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/uudecode/main.c	17	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/uudecode/main.c	18	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/uudecode/main.c	19	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/uudecode/main.c	20	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/uuencode/main.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/uuencode/main.c	17	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/uuencode/main.c	18	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/uuencode/main.c	19	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/uuencode/main.c	20	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/uuencode/main.c	21	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/vkdemo/display.c	12	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/vkdemo/display.c	13	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/vkdemo/display.c	14	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/vkdemo/display.h	15	libc/include/vulkan/vulkan.h	keep-root libc/include->include	#include <vulkan/vulkan.h>
p023	c-include	userland/base/vkdemo/main.c	12	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/vkdemo/main.c	13	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	c-include	userland/base/vkdemo/main.c	14	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/vkdemo/main.c	15	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/vkdemo/main.c	16	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/vkdemo/main.c	17	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/vkdemo/main.c	18	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/vkdemo/renderer.c	12	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/vkdemo/renderer.c	13	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/vkdemo/renderer.c	14	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/vkdemo/renderer.c	15	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/vkdemo/renderer.c	16	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/vkdemo/renderer.c	17	libc/include/vulkan/vulkan.h	keep-root libc/include->include	#include <vulkan/vulkan.h>
p023	c-include	userland/base/vkdemo/renderer.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/vkdemo/shaders.h	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/wc/main.c	15	libc/include/ctype.h	keep-root libc/include->include	#include <ctype.h>
p023	c-include	userland/base/wc/main.c	16	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/wc/main.c	17	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/wc/main.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/wc/main.c	19	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/who/main.c	14	libc/include/utmpx.h	keep-root libc/include->include	#include <utmpx.h>
p023	c-include	userland/base/who/main.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/who/main.c	17	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/wifi/main.c	14	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/wifi/main.c	15	libc/include/limits.h	keep-root libc/include->include	#include <limits.h>
p023	c-include	userland/base/wifi/main.c	16	libc/include/netinet/in.h	keep-root libc/include->include	#include <netinet/in.h>
p023	c-include	userland/base/wifi/main.c	17	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	c-include	userland/base/wifi/main.c	18	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/wifi/main.c	19	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/wifi/main.c	20	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/wifi/main.c	21	libc/include/strings.h	keep-root libc/include->include	#include <strings.h>
p023	c-include	userland/base/wifi/main.c	22	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	userland/base/wifi/main.c	23	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	c-include	userland/base/wifi/main.c	24	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/wifi/main.c	25	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/wltest/main.c	14	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/wltest/main.c	15	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	c-include	userland/base/wltest/main.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/wltest/main.c	17	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/wltest/main.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/wltest/main.c	19	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/wltest/main.c	20	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/wltest/renderer.c	14	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/wltest/renderer.c	15	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/wltest/window.c	14	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/wltest/window.c	15	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	c-include	userland/base/wltest/window.c	16	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/wltest/wltest.h	17	libc/include/vulkan/vulkan.h	keep-root libc/include->include	#include <vulkan/vulkan.h>
p023	c-include	userland/base/wltest/wltest.h	18	libc/include/wayland-client.h	keep-root libc/include->include	#include <wayland-client.h>
p023	c-include	userland/base/wltest/wltest.h	19	libc/include/xdg-shell-client-protocol.h	keep-root libc/include->include	#include <xdg-shell-client-protocol.h>
p023	c-include	userland/base/write/main.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/write/main.c	17	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/write/main.c	18	libc/include/pwd.h	keep-root libc/include->include	#include <pwd.h>
p023	c-include	userland/base/write/main.c	19	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/write/main.c	20	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/write/main.c	21	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/write/main.c	22	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/write/main.c	23	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/write/main.c	24	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/write/main.c	25	libc/include/utmpx.h	keep-root libc/include->include	#include <utmpx.h>
p023	c-include	userland/base/xargs/main.c	15	libc/include/ctype.h	keep-root libc/include->include	#include <ctype.h>
p023	c-include	userland/base/xargs/main.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/xargs/main.c	17	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/xargs/main.c	18	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/xargs/main.c	19	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/xargs/main.c	20	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/xargs/main.c	21	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/zwl/display.c	13	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	userland/base/zwl/display.c	14	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/zwl/display.c	15	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/zwl/display.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/zwl/display.c	17	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/zwl/display.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/zwl/input.c	19	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	userland/base/zwl/input.c	20	libc/include/dirent.h	keep-root libc/include->include	#include <dirent.h>
p023	c-include	userland/base/zwl/input.c	21	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/zwl/input.c	22	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/zwl/input.c	23	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/zwl/input.c	24	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/zwl/input.c	25	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/zwl/main.c	13	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	c-include	userland/base/zwl/main.c	14	libc/include/sys/un.h	keep-root libc/include->include	#include <sys/un.h>
p023	c-include	userland/base/zwl/main.c	15	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/zwl/main.c	16	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	c-include	userland/base/zwl/main.c	17	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	c-include	userland/base/zwl/main.c	18	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/zwl/main.c	19	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/zwl/main.c	20	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/zwl/main.c	21	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	userland/base/zwl/main.c	22	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/zwl/main.c	23	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/zwl/main.c	24	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/zwl/objects.c	13	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	userland/base/zwl/objects.c	14	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
